,지역,구,제목,사업체명,교육업체,사업유형,계획인원,참여인원,기간,접수여부
298,전라북도,남원시,금속창호제작 및 시공 굼속창조제작 및 시공, (유)엘림산업,남원시니어클럽,현장실습훈련 지원,3,0,2025-04-07 ~ 2025-04-18,접수중
299,전라북도,전주시 완산구,교육서비스(유치원) 만60세이상 2명 100%채용, 해뜰유치원,완주시니어클럽,현장실습훈련 지원,2,0,2025-03-31 ~ 2025-04-30,접수중
300,전라북도,완주군,제조업 제조업, 연,익산시니어클럽,현장실습훈련 지원,3,0,2025-02-11 ~ 2025-12-31,접수중
301,전라북도,익산시,제조업 제조업, 엠에이치알,익산시니어클럽,현장실습훈련 지원,3,0,2025-01-01 ~ 2050-10-01,접수중
302,전라북도,임실군,새활용 탐험대, 임실시니어클럽,임실시니어클럽,노인역량활용사업,6,0,2025-04-01 ~ 2025-04-30,접수중
303,강원도,원주시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 강원케이엠,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
304,경기도,용인시 수지구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 코디,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
305,경기도,화성시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 퍼스트디앤씨 주식회사,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-03-05 ~ 2025-12-31,접수중
306,경상북도,경주시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 피엠에스테크 주식회사,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-02-05 ~ 2025-12-31,접수중
307,경상북도,경주시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 엘에스피코리아,(주)지에스씨넷 전주지점,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
308,경상북도,경주시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 선현엔지니어링,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
309,경상북도,포항시 남구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 라라코스트 포항문덕점,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
310,대구광역시,북구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 진율하주간보호센터(북구점),(주)지에스씨넷 전주지점,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
311,대전광역시,동구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 사회복지법인 효 마을,(주)지에스씨넷 전주지점,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
312,세종특별자치시,세종시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 케이엠이앤지 (세종),(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
313,세종특별자치시,세종시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, (주) 세종안전기술단,(주)지에스씨넷 전주지점,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
314,세종특별자치시,세종시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 세종씨이엠,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
315,세종특별자치시,세종시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, (주)아름다운숲,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-04-04 ~ 2025-12-31,접수중
316,세종특별자치시,세종시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 육산,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-03-13 ~ 2025-12-31,접수중
317,세종특별자치시,세종시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 세종도시교통공사,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-03-12 ~ 2025-12-31,접수중
318,울산광역시,남구,음식점업 시니어인턴십 3개월 운영 후 계속고용, 동아푸드,전국일자리협동조합,현장실습훈련 지원,5,0,2025-01-22 ~ 2025-12-31,접수중
319,울산광역시,남구,음식점업 시니어인턴십 3개월 운영 후 계속고용, 동아푸드황성점,전국일자리협동조합,현장실습훈련 지원,5,0,2025-01-22 ~ 2025-12-31,접수중
320,전라남도,무안군,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, (주)엄마손푸드,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-02-07 ~ 2025-12-31,접수중
321,전라북도,고창군,보건업 시니어 계속고용 유지, 의료법인정익의료재단,(사)전북경영자총협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
322,전라북도,김제시,자동차부품제조업 시니어 이용하여 경력자를 채용하여 제조 불량 제로 실천 및 계속고용, 삼진산업(주),(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-04-01 ~ 2025-12-31,접수중
323,전라북도,김제시,합성수지 제조업 시니어 계속고용 유지, (주)케이마린,(사)전북경영자총협회,현장실습훈련 지원,2,0,2025-02-07 ~ 2025-12-31,접수중
324,전라북도,남원시,요양병원 시니어 계속고용 유지, 전북특별자치도남원노인요양병원,(사)전북경영자총협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
325,전라북도,남원시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 남원미꾸리추어탕협동조합,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
326,전라북도,완주군,- 토공사업 기타토목 - 시설물 건설업 - 시니어인턴십 3개월 후 계속고용, 주식회사 일성이앤씨,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-04-10 ~ 2025-12-31,접수중
327,전라북도,완주군,노인 일자리 사업 증진 인턴기간 종료 후 계속 고용 계획, 대림석유(주),전주상공회의소,현장실습훈련 지원,2,0,2025-03-11 ~ 2025-12-31,접수중
328,전라북도,완주군,떡제조업 시니어 인턴으로 고용 후 계속고용 유지 계획, (유)강남식품,(사)전북경영자총협회,현장실습훈련 지원,3,0,2025-02-26 ~ 2025-12-31,접수중
329,전라북도,완주군,지역농산물 빵 제조 시니어 운영하여 계속고용 계획, 화산애빵긋농업회사법인(주),(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-02-14 ~ 2025-12-31,접수중
330,전라북도,완주군,육가공업 시니어인턴십 3개월 운영 후 계속고용, (주)신화,전국일자리협동조합,현장실습훈련 지원,4,0,2025-02-14 ~ 2025-12-31,접수중
331,전라북도,완주군,서비스업 - 자동차 및 건설기계 정비 인턴기간 종료 후 계속 고용 계획, (유)유로남부서비스,전주상공회의소,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
332,전라북도,완주군,제조/도소매 시니어 계속 고용 지원, 농업회사법인(주)청아람,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-02-03 ~ 2025-12-31,접수중
333,전라북도,완주군,노인일자리 사업증진 인턴기간 종료 후 계속 고용 계획, 삼봉재활주간보호센터,전주상공회의소,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
334,전라북도,완주군,서비스업 - 자동차 및 건설기계정비 인턴기간 종료 후 계속고용 계획, (유)전북혁신도시 현대상용서비스,전주상공회의소,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
335,전라북도,익산시,건강기능식품제조 시니어 프로그램으로 정규직 전환, (주)바이텍,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-03-13 ~ 2025-12-31,접수중
336,전라북도,임실군,노인 일자리 사업 증진 인턴기간 종료 후 계속 고용 계획, 임순여객자동차(주),전주상공회의소,현장실습훈련 지원,5,0,2025-02-04 ~ 2025-12-31,접수중
337,전라북도,임실군,건축감리 시니어 참여하여 계속고용 유지 계획, 그린건축사사무소,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-03-31 ~ 2025-12-31,접수중
338,전라북도,전주시,음식점업 시니어인턴십 3개월 운영 후 계속고용, 서울깍두기도청점,전국일자리협동조합,현장실습훈련 지원,5,0,2025-01-02 ~ 2025-12-31,접수중
339,전라북도,전주시,음식점업 시니어인턴십 3개월 운영 후 계속고용, 서울깍두기전주송천점,전국일자리협동조합,현장실습훈련 지원,5,0,2025-01-02 ~ 2025-12-31,접수중
340,전라북도,전주시,한정식 인턴십 시행 이후 계속고용, 궁,전주효자시니어클럽,현장실습훈련 지원,1,0,2025-04-08 ~ 2025-12-31,접수중
341,전라북도,전주시,음식점업 시니어인턴십 3개월 운영 후 계속고용, 황토농원,전국일자리협동조합,현장실습훈련 지원,5,0,2025-04-01 ~ 2025-12-31,접수중
342,전라북도,전주시,음식점업 시니어인턴십 3개월 운영 후 신규고용, 쿠우쿠우,전국일자리협동조합,현장실습훈련 지원,5,0,2025-03-16 ~ 2025-12-31,접수중
343,전라북도,전주시 덕진구,"S.F 제품제조, 운반 3개월정도 OJT실시 후 생산에 투입 운영", 유한회사 자윤산업,전주상공회의소,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
344,전라북도,전주시 덕진구,아파트관리 외 인턴시행 이후 계속고용, 유토피아관리사무소,전주효자시니어클럽,현장실습훈련 지원,1,0,2025-04-09 ~ 2025-04-16,접수중
345,전라북도,전주시 덕진구,음식점업 시니어인턴십 3개월 운영 후 계속고용, 등촌샤브칼국수 혁신도시점,전국일자리협동조합,현장실습훈련 지원,3,0,2025-01-09 ~ 2025-12-31,접수중
346,전라북도,전주시 덕진구,- 노인돌봄시설 시니어인턴십 3개월 운영후 신규고용, 간호천사노인복지센터,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-04-08 ~ 2025-12-31,접수중
347,전라북도,전주시 덕진구,- 방문요양 -어르신돌봄 -시니어인턴십 3개울 고용 후 신규 고용, 우리나눔재가복지센터,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-04-03 ~ 2025-12-31,접수중
348,전라북도,전주시 덕진구,- 보육시설운영 - 돌봄사업 -시니어인턴십 3개월 후 신규고용, 햇빛대통령어린이집,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-02-27 ~ 2025-12-31,접수중
349,전라북도,전주시 덕진구,폐차장 고철 가공업 시니어 운영 하여 계속고용 유지, 대성종합폐차장산업,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-02-07 ~ 2025-12-31,접수중
350,전라북도,전주시 덕진구,음식점업 시니어인턴십 3개월 운영 후 계속고용, 왕만족,전국일자리협동조합,현장실습훈련 지원,3,0,2025-01-09 ~ 2025-12-31,접수중
351,전라북도,전주시 덕진구,- 어르신돌봄 - 시니어인턴십 3개월 운연 후 신규고용, 조아노인복지센터,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-03-07 ~ 2025-12-31,접수중
352,전라북도,전주시 덕진구,-교육서비스업 -시니어인턴십3개월 운영 후 계속고용, 루소의숲유치원,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-03-11 ~ 2025-12-31,접수중
353,전라북도,전주시 덕진구,운수업 시니어인턴 고용하여 계속고용 유지 계획, (주)한백글로벌,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-02-26 ~ 2025-12-31,접수중
354,전라북도,전주시 덕진구,노인 일자리 사업 증진 인턴기간 종료 후 계속 고용 계획, 나은요양병원,전주상공회의소,현장실습훈련 지원,10,0,2025-01-16 ~ 2025-12-31,접수중
355,전라북도,전주시 덕진구,- 요양의료복지시설 - 시니어인턴십 3개월 운영 후 신규고용, 전주백세요양원,전주시노인취업지원센터,현장실습훈련 지원,7,0,2025-02-27 ~ 2025-12-31,접수중
356,전라북도,전주시 덕진구,- 교육서비스업 시니어인턴십 3개월 후 신규고용, 이아이(EIE)고려대학교국제에코어학원,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-03-07 ~ 2025-12-31,접수중
357,전라북도,전주시 완산구,대기환경관리 및 측정업 인턴기간 종료 후 계속고용 계획, 한국환경기술 주식회사,전주상공회의소,현장실습훈련 지원,5,0,2025-01-24 ~ 2025-12-31,접수중
358,전라북도,전주시 완산구,음식점업 시니어인턴십 3개월 운영 후 신규고용, 우림칼국수 전주점,전국일자리협동조합,현장실습훈련 지원,1,0,2025-01-09 ~ 2025-12-31,접수중
359,전라북도,전주시 완산구,소독실 시니어인턴십 3개월 운영 후 계속고용, 전주이든치과,전국일자리협동조합,현장실습훈련 지원,5,0,2025-01-09 ~ 2025-12-31,접수중
360,전라북도,전주시 완산구,- 부동산 - 임대업 -시니어인턴십 3개월 운영 후 신규고용, 전주이씨 전라북도 지원 종친회,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-03-31 ~ 2025-12-31,접수중
361,전라북도,전주시 완산구,- 신문 및 정기간행믈 시니어인턴십 3개월 운영후 심규교용, 주식회사일간전주,전주시노인취업지원센터,현장실습훈련 지원,4,0,2025-04-01 ~ 2025-12-31,접수중
362,전라북도,전주시 완산구,노인 일자리 사업 증진 인턴기간 종료 후 계속 고용 계획, (주)한울푸드,전주상공회의소,현장실습훈련 지원,3,0,2025-03-20 ~ 2025-12-31,접수중
363,전라북도,전주시 완산구,- 노인돌봄서비스 - 복지시설 서비스업 - 시니어인턴십 3개월 고용 후 신규고용, 새샘노인복지센터,전주시노인취업지원센터,현장실습훈련 지원,2,0,2025-02-13 ~ 2025-12-31,접수중
364,전라북도,전주시 완산구,위탁급식 시니어 계속고용 유지, 드림푸드,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
365,전라북도,전주시 완산구,음식점업 시니어인턴십 3개월 운영 후 계속고용, 해주칼국수,전국일자리협동조합,현장실습훈련 지원,5,0,2025-02-03 ~ 2025-12-31,접수중
366,전라북도,전주시 완산구,전주노인건강복지센터 인턴기간 종료 후 계속 고용 계획, 전주노인건강복지센터,전주상공회의소,현장실습훈련 지원,1,0,2025-02-05 ~ 2025-12-31,접수중
367,전라북도,정읍시,주유소 시니어 운영 계속고용 유지, 에이스 주유소,(사)전북경영자총협회,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
368,전라북도,정읍시,"조형물, 모형물, 판촉물, 기념품 상패 제작 인턴종료 후 채용", 전북금속시설물협동조합,전주효자시니어클럽,현장실습훈련 지원,1,0,2025-04-11 ~ 2025-04-18,접수중
369,전라북도,정읍시,"조형물, 모형물, 판촉물, 기념품 상패 제작 인턴종료 후 채용", 전북옥외광고물협동조합,전주효자시니어클럽,현장실습훈련 지원,1,0,2025-04-11 ~ 2025-04-18,접수중
370,전라북도,정읍시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 스마일푸드,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-03-05 ~ 2025-12-31,접수중
371,충청남도,논산시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 논산하나요양병원,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
372,충청남도,아산시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 아산건설 주식회사,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
373,충청남도,아산시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 천안미트,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-02-05 ~ 2025-12-31,접수중
374,충청남도,아산시,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 강산건설(주),(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
375,충청남도,천안시 동남구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 바른워커스,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
376,충청남도,천안시 동남구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 화인포스텍,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-02-28 ~ 2025-12-31,접수중
377,충청남도,천안시 동남구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 동천안건재 유통센타,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
378,충청남도,천안시 동남구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 테라이에프씨,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-03-05 ~ 2025-12-31,접수중
379,충청남도,천안시 서북구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 주식회사 케이엠미래기술,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
380,충청남도,천안시 서북구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 케이앤에이치텍 주식회사,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
381,충청남도,천안시 서북구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 퍼스트일렉 주식회사,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-03-05 ~ 2025-12-31,접수중
382,충청남도,홍성군,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 무한종합건설 주식회사,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-02-28 ~ 2025-12-31,접수중
383,충청북도,괴산군,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 행복시온복지센터,(주)지에스씨넷 전주지점,현장실습훈련 지원,3,0,2025-02-18 ~ 2025-12-31,접수중
384,충청북도,보은군,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, (주) 이든또르띠아,(주)지에스씨넷 전주지점,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
385,충청북도,영동군,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 영동세원푸드,(주)지에스씨넷 전주지점,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
386,충청북도,영동군,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, (주) 성우건설,(주)지에스씨넷 전주지점,현장실습훈련 지원,2,0,2025-03-14 ~ 2025-12-31,접수중
387,충청북도,청주시 청원구,- 시니어 구직자 모집 - 시니어 채용기업 - 각 부처 및 지자체 운영비 지원 없음 (복지시설이나 요양원) - 인건비 중복 지원 해당 없음 확인 받고 참여 제한 됨을 확인 함 - 인턴기간 종료 후 계속고용, 첼로병원,(주)지에스씨넷 전주지점,현장실습훈련 지원,5,0,2025-03-06 ~ 2025-12-31,접수중
388,대구광역시,달서구,조리사 계속고용 예정, 비제이푸드,(사)느영나영복지공동체+,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-12-30,접수중
389,경기도,고양시 덕양구,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 :간호사, 간호조무사, 조리사, 조리원 시니어인턴(3개월) 채용 후 계속고용 예정", 의료법인 자인의료재단 (더자인병원),주식회사 명은커리어,현장실습훈련 지원,30,0,2025-04-08 ~ 2025-04-15,접수중
390,경기도,고양시 덕양구,시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 문화재 발굴인력(기타 채굴 토목 종사원) 시니어인턴(3개월) 채용 후 계속고용 예정, 주식회사 창성에이치,주식회사 명은커리어,현장실습훈련 지원,10,0,2025-04-11 ~ 2025-04-16,접수중
391,경기도,고양시 덕양구,미디어컨텐츠 제작 시니어인턴십 3개월 운영 후 신규고용, 주식회사 나들이,사회적협동조합 별사탕학교,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
392,경기도,고양시 덕양구,보육서비스 시니어인턴십 3개월 운영 후 신규고용, 삼송한울어린이집,사회적협동조합 별사탕학교,현장실습훈련 지원,4,0,2025-01-01 ~ 2025-12-31,접수중
393,경기도,고양시 덕양구,노인요양복지서비스 시니어인턴십 3개월 운영 후 신규고용, 카네이션주간보호센터,사회적협동조합 별사탕학교,현장실습훈련 지원,4,0,2025-01-01 ~ 2025-12-31,접수중
394,경기도,고양시 덕양구,노인요양복지서비스 시니어인턴십 3개월 운영 후 신규고용, 더굿피플주간보호센터,사회적협동조합 별사탕학교,현장실습훈련 지원,6,0,2025-01-01 ~ 2025-12-31,접수중
395,경기도,고양시 일산동구,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 :조리사, 배송직, 영양사 시니어인턴(3개월) 채용 후 계속고용 예정", 고양 TMS,주식회사 명은커리어,현장실습훈련 지원,8,0,2025-03-26 ~ 2025-04-15,접수중
396,경기도,고양시 일산동구,문서수거파쇄 시니어인턴십 3개월 운영 후 신규고용, 주식회사 푸른솔환경,사회적협동조합 별사탕학교,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
397,경기도,고양시 일산동구,노인요양복지서비스 시니어인턴십 3개월 운영 후 신규고용, 하늘빛요양원,사회적협동조합 별사탕학교,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
398,경기도,고양시 일산동구,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 홀서빙원, 주방보조원 시니어인턴(3개월) 채용 후 계속고용 예정", 주식회사 연재푸드,주식회사 명은커리어,현장실습훈련 지원,5,0,2025-04-10 ~ 2025-04-30,접수중
399,경기도,고양시 일산서구,"시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 홀서빙원, 주방보조원 시니어인턴(3개월) 채용 후 계속고용 예정", 본가갈비,주식회사 명은커리어,현장실습훈련 지원,5,0,2025-04-10 ~ 2025-04-30,접수중
400,경기도,구리시,시니어인턴(3개월) 채용 후 계속고용 예정 - 주요직무 : 가전제품 설치 수리원 시니어인턴(3개월) 채용 후 계속고용 예정, 프리비,주식회사 명은커리어,현장실습훈련 지원,5,0,2025-04-14 ~ 2025-04-30,접수중
