,지역,구,제목,사업체명,교육업체,사업유형,계획인원,참여인원,기간,접수여부
0,광주광역시,광산구,보육업 9개월이상 계속고용, 이지어린이집,베스트노인복지센터,현장실습훈련 지원,2,0,2024-03-06 ~ 2040-03-09,접수중
1,광주광역시,남구,한방병원 시니어인턴십 3개월 운영후 계속고용계획, 해솔한방병원,노후를돕는사람들,현장실습훈련 지원,5,0,2025-04-11 ~ 2025-12-31,접수중
2,광주광역시,동구,클린환경, 광주동구시니어클럽,광주동구시니어클럽,공동체사업단,60,45,2025-01-02 ~ 2025-12-31,접수중
3,경기도,과천시,제조업 시니어인턴십3개월운영후계속고용, 하나에너텍AS,사단법인 광주전남여성벤처협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-30,접수중
4,경상남도,창원시 마산합포구,어린이집 시니어인턴십3개월운영후계속고용, 밝은숲어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
5,경상북도,고령군,제조업 시니어인턴십3개월운영후계속고용, 한성에너텍주식회사,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
6,광주광역시,광산구,제조업 시니어인턴십3개월운영후계속고용, 이에스글로벌주식회사,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
7,광주광역시,광산구,어린이집 시니어인턴십3개월운영후계속고용, 사회복지법인선창어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
8,광주광역시,광산구,어린이집 시니어인턴십3개월운영후계속고용, 해솔빛어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
9,광주광역시,광산구,사회복지서비스 시니어인턴십 3개월 운영 후 계속고용, 참뜻주야간보호센터,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
10,광주광역시,광산구,운수업[택시] 시니어인턴십3개월운영후계속고용, (유)서광교통,사단법인 광주전남여성벤처협회,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-12-30,접수중
11,광주광역시,광산구,택시 시니어인턴십 3개월 운영 후 신규고용, 한국택시광주협동조합,광주북구시니어클럽,현장실습훈련 지원,15,0,2025-01-01 ~ 2025-06-30,접수중
12,광주광역시,광산구,운수업 시니어인턴십3개월운영후계속고용, 주식회사뽀빠이로지스,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
13,광주광역시,광산구,어린이집 시니어인턴십3개월운영후계속고용, 첨단영재어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
14,광주광역시,광산구,제조업 시니어인턴십3개월운영후계속고용, 주식회사가은솔루션,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
15,광주광역시,광산구,식품제조업 시니어인턴십3개월운영후계속고용, 주식회사참든건강과학농업회사법인(지점),사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
16,광주광역시,광산구,시니어 고용촉진 인턴종료 후 계속고용예정, (주)지아이티,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,2,0,2025-04-11 ~ 2025-12-31,접수중
17,광주광역시,광산구,제조업 시니어인턴십3개월운영후계속고용, 대동테크주식회사,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
18,광주광역시,광산구,어린이집 시니어인턴십3개월운영후계속고용, (복)세화어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
19,광주광역시,광산구,제조업 시니어인턴십3개월운영후계속고용, (주)현대코리안,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
20,광주광역시,광산구,어린이집 시니어인턴십3개월운영후계속고용, 하늘마음어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
21,광주광역시,광산구,"- 제조업(알루미늄, 전자부품) - 60세 이상 자 채용 후 계속 고용", (주)삼우전자,인지어스 유한회사 광주지사,현장실습훈련 지원,3,0,2025-02-04 ~ 2025-12-31,접수중
22,광주광역시,광산구,"폐기물처리업,건설업 시니어인턴십3개월운영후계속고용", 디딤환경산업,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
23,광주광역시,광산구,유치원 시니어인턴십3개월운영후계속고용, 하늘마음어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
24,광주광역시,광산구,건설업 시니어인턴십 3개월 운영 후 계속고용, (주)들꽃세상조경산업,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
25,광주광역시,남구,어린이집 시니어인턴십3개월운영후계속고용, 기쁜동산어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
26,광주광역시,남구,시니어 인턴십 기업 참여 인턴종료 후 계속 고용, 농업회사법인글로벌호진(주),한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,1,0,2025-03-01 ~ 2025-12-31,접수중
27,광주광역시,남구,어린이집 시니어인턴십3개월운영후계속고용, 사회복지법인통큰어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
28,광주광역시,남구,- 서비스(자동차 종합 수리업) - 60세 이상자 채용 후 계속고용, 남광주서비스기아오토큐(주),인지어스 유한회사 광주지사,현장실습훈련 지원,10,0,2025-02-04 ~ 2025-12-31,접수중
29,광주광역시,남구,어린이집 시니어인턴십3개월운영후계속고용, 금쪽어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
30,광주광역시,남구,식품제조업 시니어인턴십3개월운영후계속고용, 장편당,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
31,광주광역시,남구,"서비스업,건설업,골프장관리용역 시니어인턴십3개월운영후계속고용", (주)디바인솔루션,사단법인 광주전남여성벤처협회,현장실습훈련 지원,20,0,2025-01-01 ~ 2025-12-30,접수중
32,광주광역시,남구,- 보건업(한방병원) - 60세 이상자 채용 후 계속 고용, 백운한방병원,인지어스 유한회사 광주지사,현장실습훈련 지원,5,0,2025-02-04 ~ 2025-12-31,접수중
33,광주광역시,북구,제조업(블라인드) 시니어인턴십3개월운영후계속고용, M.블라인드,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
34,광주광역시,북구,서비스업 시니어인턴십3개월운영후계속고용, 주식회사디바인골프,사단법인 광주전남여성벤처협회,현장실습훈련 지원,20,0,2025-01-01 ~ 2025-12-30,접수중
35,광주광역시,북구,운수업[택시] 시니어인턴십3개월운영후계속고용, (유)세기운수,사단법인 광주전남여성벤처협회,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-12-30,접수중
36,광주광역시,북구,사회복지서비스[노인복지센터] 시니어인턴십3개월운영후계속고용, 용봉노인복지센터,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
37,광주광역시,북구,시니어 고용촉진 인턴 종료 후 계속 고용예정, (주)남화토건,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,10,0,2025-04-04 ~ 2025-12-31,접수중
38,광주광역시,북구,택시 시니어인턴십 3개월 운영 후 고용, 빛고을운수합자회사,광주북구시니어클럽,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-06-30,접수중
39,광주광역시,북구,택시 시니어인턴십 3개월 운영 후 고용, 아세아택시 합명회사,광주북구시니어클럽,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-06-30,접수중
40,광주광역시,북구,택시 시니어인턴십 3개월 운영 후 고용, (명)신일교통,광주북구시니어클럽,현장실습훈련 지원,16,0,2025-01-01 ~ 2025-06-30,접수중
41,광주광역시,북구,숙박업 시니어인턴십3개월운영후계속고용, 베네치아모텔주식회사,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
42,광주광역시,북구,숙박업 시니어인턴십3개월운영후계속고용, 새롬모텔,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
43,광주광역시,북구,한식(구내식당업) 시니어인턴십3개월운영후계속고용, 주식회사신미,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
44,광주광역시,북구,숙박업 시니어인턴십3개월운영후계속고용, 밀라노모텔,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
45,광주광역시,북구,의료기기도소매 시니어인턴십3개월운영후계속고용, 지성메디텍,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
46,광주광역시,북구,숙박업 시니어인턴십3개월운영후계속고용, 광주관광호텔,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
47,광주광역시,서구,건설업(포장공사업) 시니어인턴십 3개월 운영 후 계속고용, (주)대해에코텍,사단법인 광주전남여성벤처협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-30,접수중
48,광주광역시,서구,어린이집 시니어인턴십3개월운영후계속고용, 금호원광어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
49,광주광역시,서구,어린이집 시니어인턴십3개월운영후계속고용, 꿈나무어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
50,광주광역시,서구,한식당 시니어인턴십3개월운영후계속고용, 홍애집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
51,광주광역시,서구,"주택건설, 건축공사 계속고용계획", 주식회사 유탑건설,사랑샘노인복지센터,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
52,광주광역시,서구,어린이집 시니어인턴십3개월운영후계속고용, 엔젤i어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
53,부산광역시,동구,어린이집 시니어인턴십3개월운영후계속고용, 수정어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
54,부산광역시,영도구,어린이집 시니어인턴십3개월운영후계속고용, 효성어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
55,울산광역시,중구,재가복지 시니어인턴십3개월운영후계속고용, 함월주야간보호센터,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
56,전라남도,광양시,어린이집 시니어인턴십3개월운영후계속고용, 한솔어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
57,전라남도,나주시,시니어 고용촉진 인턴종료 후 계속고용예정, (주)바인컴,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,1,0,2025-04-11 ~ 2025-12-31,접수중
58,전라남도,나주시,시니어인턴십 장기 취업자 지원 인턴십 수료 후 계속 고용, 의료법인세화의료재단나주효사랑병원,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,10,0,2025-03-26 ~ 2025-12-31,접수중
59,전라남도,나주시,시니어인턴십 장기 취업자 지원 인턴십 수료 후 계속 고용, 의료법인세화의료재단나주효사랑요양병원,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,50,0,2025-03-26 ~ 2025-12-31,접수중
60,전라남도,나주시,건설업 시니어인턴십 3개월 운영 후 계속고용, 주식회사로드마스터,사단법인 광주전남여성벤처협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-30,접수중
61,전라남도,나주시,"건설업, 가정용가스충전및소매 시니어인턴십3개월운영후계속고용", (주)종합,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
62,전라남도,담양군,시니어 고용촉진 인턴종료 후 계속고용 예정, (주)진영문화재,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,2,0,2025-03-20 ~ 2025-12-31,접수중
63,전라남도,담양군,- 보건 및 사회복지사업 - 60세 이상자 채용 후 계속 고용, 담양하늘숲요양원,인지어스 유한회사 광주지사,현장실습훈련 지원,2,0,2025-02-04 ~ 2025-12-31,접수중
64,전라남도,담양군,제조업 시니어인턴십3개월운영후계속고용, 하나에너텍,사단법인 광주전남여성벤처협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-30,접수중
65,전라남도,담양군,제조업 시니어인턴십3개월운영후계속고용, 봉산냉동,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
66,전라남도,담양군,식품제조업 시니어인턴십3개월운영후계속고용, 농업회사법인(주)고려전통식품,사단법인 광주전남여성벤처협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-30,접수중
67,전라남도,목포시,60세 이상자의 신규 및 계속 고용을 목적 신규 채용 후 계속 고용으로 인한 고용불안정 해결, (유)미래,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,8,0,2025-03-01 ~ 2025-12-31,접수중
68,전라남도,목포시,건축업 시니어인턴십 3개월 운영 후 계속고용, 지엘종합건설앤지엘건축사사무소주식회사,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
69,전라남도,목포시,60세 이상자의 노인에게 일할 기회 우선 제공후 계속 근로 신규 채용후 계속 고용으로 인한 고용불안정 해결, (유)세광기업,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,5,0,2025-03-01 ~ 2025-12-31,접수중
70,전라남도,순천시,의료기기도소매 시니어인턴십3개월운영후계속고용, 주식회사삼일메디칼,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
71,전라남도,순천시,시니어인턴쉽 채용 주간보호 센터 이용 어르신들의 건강 회복을 도움, 밝은생각 노인복지센터,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,2,0,2025-04-10 ~ 2025-12-31,접수중
72,전라남도,순천시,어린이집 시니어인턴십3개월운영후계속고용, 하나둘셋어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
73,전라남도,순천시,- 서비스(시설관리) - 60세 이상자 채용 후 계속 고용, (유)지구환경,인지어스 유한회사 광주지사,현장실습훈련 지원,10,0,2025-02-04 ~ 2025-12-31,접수중
74,전라남도,순천시,"장기취업유지 인턴3개월 이후, 계속 고용 유지", (주)메가플랜텍,한국노인인력개발원 광주전남지역본부,현장실습훈련 지원,3,0,2025-01-07 ~ 2025-12-30,접수중
75,전라남도,여수시,제조업 시니어인턴십3개월운영후계속고용, 주식회사다로,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
76,전라남도,여수시,어린이집 시니어인턴십3개월운영후계속고용, 여수시립청솔어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
77,전라남도,여수시,제조업 시니어인턴십3개월운영후계속고용, 주식회사그린산업개발,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
78,전라남도,여수시,제조업(식품제조) 시니어인턴십 3개월 운영 후 계속고용, (주)아라움,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
79,전라남도,영광군,건설업 시니어인턴십3개월운영후계속고용, 홍농조경건설(주),사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
80,전라남도,영광군,제조업 시니어인턴십3개월운영후계속고용, (주)파이프로,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
81,전라남도,완도군,수산물가공 시니어인턴십3개월운영후계속고용, (주)청산바다,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
82,전라남도,완도군,어린이집 시니어인턴십3개월운영후계속고용, 우리어린이집,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-30,접수중
83,전라남도,장성군,김치제조 시니어인턴십3개월운영후계속고용, 농업회사법인주식회사새벽팜,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
84,전라남도,장성군,제조업 시니어인턴십3개월운영후계속고용, 주식회사참든건강과학농업회사법인,사단법인 광주전남여성벤처협회,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
85,전라남도,장성군,제조업 시니어인턴십3개월운영후계속고용, 주식회사탑원산업,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
86,전라남도,장성군,김치도소매 시니어인턴십3개월운영후계속고용, (주)새벽,사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
87,전라남도,해남군,"- 제조업, 건설업 - 60세 이상자 채용 후 계속 고용", (주)뉴텍,인지어스 유한회사 광주지사,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
88,전라남도,화순군,"- 농산물 제조 및 도,소매업, 작물재배 - 60세 이상자 채용 후 계속 고용", 자연속애영농법인조합,인지어스 유한회사 광주지사,현장실습훈련 지원,5,0,2025-02-04 ~ 2025-12-31,접수중
89,전라남도,화순군,제조업(목재) 시니어인턴십3개월운영후계속고용, 근덕산업개발(주),사단법인 광주전남여성벤처협회,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-30,접수중
90,울산광역시,남구,버스운전원(학원버스)으로 시니어 인턴 참여 참여자 자체 안전교육 및 직무교육 실시 후 사업 운영, 에스엘에스어학원,사회적협동조합 행복느티나무(민간),현장실습훈련 지원,2,0,2025-03-14 ~ 2025-12-31,접수중
91,울산광역시,남구,버스운전원(학원버스)으로 시니어 인턴 참여 참여자 자체 안전교육 및 직무교육 실시 후 사업 운영, 알티오라어학원,사회적협동조합 행복느티나무(민간),현장실습훈련 지원,2,0,2025-03-14 ~ 2025-12-31,접수중
92,울산광역시,동구,60세 이상자의 고용 촉진을 위해 기업에 인건비를 지원하여 신규 및 계속고용 유도 참여자 자체 안전교육 및 직무교육 실시 후 사업 운영, 주식회사 신현,울산양산경영자총협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
93,울산광역시,동구,60세 이상자의 고용 촉진을 위해 기업에 인건비를 지원하여 신규 및 계속고용 유도 참여자 자체 안전교육 및 직무교육 실시 후 사업 운영, 주식회사 인영테크,울산양산경영자총협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
94,울산광역시,북구,60세 이상자의 고용 촉진을 위해 기업에 인건비를 지원하여 신규 및 계속고용 유도 참여자 자체 안전교육 및 직무교육 실시 후 사업 운영, 주식회사 일신테크,울산양산경영자총협회,현장실습훈련 지원,5,0,2025-01-01 ~ 2050-01-04,접수중
95,울산광역시,북구,60세 이상 자의 고용 촉진을 위해 기업에 인건비를 지원하여 신규 및 계속 고용 유도 참여자 자체 안전 교육 및 직무 교육 실시 후 사업 운영, 대원교통(주),울산동구시니어클럽,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-12-31,접수중
96,서울특별시,강남구,어린이교통안전지킴이, 수서종합사회복지관,수서종합사회복지관,노인공익활동사업,80,58,2024-11-27 ~ 2025-09-30,접수중
97,서울특별시,강남구,복지시설봉사단, 수서종합사회복지관,수서종합사회복지관,노인공익활동사업,70,69,2024-11-27 ~ 2025-09-30,접수중
98,서울특별시,강남구,커피찌꺼기 새활용(새활용사업단), 수서종합사회복지관,수서종합사회복지관,노인공익활동사업,20,21,2024-11-27 ~ 2025-09-30,접수중
99,서울특별시,강남구,공공환경지킴이, 수서종합사회복지관,수서종합사회복지관,노인공익활동사업,80,79,2024-11-27 ~ 2025-09-30,접수중
100,서울특별시,강남구,EM생활환경지킴이, 수서종합사회복지관,수서종합사회복지관,노인공익활동사업,50,48,2024-11-27 ~ 2025-09-30,접수중
101,서울특별시,강남구,실버여가설계지도사, 사회적협동조합 커리어코칭,사회적협동조합 커리어코칭,노인역량활용사업,14,12,2024-12-02 ~ 2025-12-31,접수중
102,충청남도,천안시 동남구,음식점업 / 5명 상시근로 3개월 인턴기간 수료 후 계속고용 유도 예정, 완미족발청당점-01,(주)티이에스,현장실습훈련 지원,5,0,2020-01-01 ~ 4202-04-01,접수중
103,경기도,고양시,설립년도: 2020년 상시근로자수: 10인 주요직무: 공용부 시설관리 계속운영계획 및 고용안정성 확보 고용안정을 위해 3개월 인턴 수료후 계속고용 유도, 지축역한림풀에버 입주자대표회의,서울강서시니어클럽,현장실습훈련 지원,2,0,2025-02-26 ~ 2025-12-31,접수중
104,경기도,김포시,설립년도: 1996 상시근로자수: 20 주요직무: 버스승무원 계속운영계획 및 고용안정성 확보 고용안정을 위해 3개월 인턴 수료후 계속고용 유도, (주)산내들관광여행사,서울강서시니어클럽,현장실습훈련 지원,10,0,2025-02-27 ~ 2025-12-31,접수중
105,서울특별시,강서구,"설립년도 : 2022 / 상시근로자수 : 90 / 주요직무 : 택시운전 계속운영계획 및 고용안정성 확보, 고용안정을 위해 3개월 인턴", 승지실업(주),서울강서시니어클럽,현장실습훈련 지원,30,0,2025-02-28 ~ 2025-12-31,접수중
106,서울특별시,강서구,운수업 / 상시근로자수 6명 고용안정성 확보 고용안전을 위해 3개월 인턴수료후 계속고용 유도, (주)대운교통,서울강서시니어클럽,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-12-31,접수중
107,서울특별시,강서구,"설립년도 : 2015년 / 상시근로자수 : 3명 / 주요직무 : 주유업 계속운영계획 및 고용안정성 확보, 고용안정을 위해 3개월 인턴 수료후 계속고용 유도", 수현주유소,서울강서시니어클럽,현장실습훈련 지원,2,0,2025-03-14 ~ 2025-12-31,접수중
108,서울특별시,강서구,설립년도 : 2016년 상시근로자수 : 48명 주요직무 : 이용자 돌봄 계속운영계획 및 고용안정성 확보 고용안정을 위해 3개월 인턴 수료후 계속고용 유도, 나무숲재가복지센터,서울강서시니어클럽,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
109,서울특별시,광진구,"주요사업: 건축설계, 감리 / 상시근로자수: 134명 현장실습훈련 후 계속고용 계획", 종합건축사 사무소담,주식회사 아이피시,현장실습훈련 지원,30,0,2025-01-01 ~ 2025-12-31,접수중
110,서울특별시,금천구,주요사업 제조업 / 상시근로자수 26 현장실습훈련 후 계속고용 계획, (주)조이트론,주식회사 아이피시,현장실습훈련 지원,1,0,2025-04-01 ~ 2025-04-30,접수중
111,서울특별시,양천구,운수업(택시) / 상시근로자수 : 18명 업무특성상 퇴사빈도가 높아 운전직 상시 모집 예정, 삼기통산 (주),서울강서시니어클럽,현장실습훈련 지원,30,0,2025-02-26 ~ 2025-12-31,접수중
112,서울특별시,구로구,자원재활용사업(황금마차), 구로시니어클럽,구로시니어클럽,공동체사업단,76,30,2025-02-17 ~ 2025-12-31,접수중
113,서울특별시,강북구,참여기업 주요직종 : 유아교육 참여기업 상시근로자수 : 10명 3개월 인턴기간 수료 후 계속 고용 1명 예정, 솔샘유치원,노원시니어클럽,현장실습훈련 지원,1,0,2025-04-09 ~ 2025-04-15,접수중
114,서울특별시,성북구,사업시설 관리 인턴 후 계속고용, 가치앤케이1,은곡직업전문학교,현장실습훈련 지원,5,0,2025-01-01 ~ 2025-12-31,접수중
115,서울특별시,은평구,음식서비스 인턴 후 계속고용, 고궁흑염소1,은곡직업전문학교,현장실습훈련 지원,4,0,2025-01-01 ~ 2025-12-31,접수중
116,강원도,속초시,상시근로자수:83명 주요업종:보건업 및 요양병원 3개월 인턴기간 수료 후 계속고용 유도 예정, 속초정요양병원,마포시니어클럽,현장실습훈련 지원,4,0,2025-01-01 ~ 2025-12-31,접수중
117,강원도,춘천시,상시근로자수:59명 주요업종:의료 및 정신과 3개월 인턴기간 수료 후 계속고용 유도 예정, 의료법인 서인의료재단,마포시니어클럽,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
118,경기도,고양시 일산서구,"상시근로자수:17명 주요업종:보건업 및 사회복지서비스업, 주야간보호센터 3개월 인턴기간 수료 후 계속고용 유도 예정", 가로등주야간보호센터,마포시니어클럽,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
119,경기도,광주시,상시근로자수:1명 주요업종: 도매 및 소매업/가전제품 및 부품 도매업 3개월 인턴기간 수료 후 계속고용 유도 예정, 주식회사 로아벨,마포시니어클럽,현장실습훈련 지원,5,0,2025-02-06 ~ 2025-12-31,접수중
120,경기도,김포시,"상시근로자수:37명 주요업종:보건업 및 사회복지서비스업, 요양원 3개월 인턴기간 수료 후 계속고용 유도 예정", 굿닥터재활요양원,마포시니어클럽,현장실습훈련 지원,3,0,2025-01-01 ~ 2025-12-31,접수중
121,경기도,남양주시,상시근로자수:4명 주요업종:요식업 3개월 인턴기간 수료 후 계속고용 유도 예정, 엘사랑,마포시니어클럽,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
122,경기도,성남시 중원구,상시근로자수:25명 주요업종:운수업 및 택시 3개월 인턴기간 수료 후 계속고용 유도예정, (자) 대일실업,마포시니어클럽,현장실습훈련 지원,20,0,2025-01-01 ~ 2025-12-31,접수중
123,경기도,화성시,상시근로자수:60명 주요업종:서비스 및 정형외과 3개월 인턴기간 수료 후 계속고용 유도 예정, 바르다임병원,마포시니어클럽,현장실습훈련 지원,10,0,2025-02-04 ~ 2025-12-31,접수중
124,경상북도,안동시,상시근로자수:50명 주요업종: 사회복지 서비스업 및 노인주간보호 3개월 인턴기간 수료 후 계속고용 유도 예정, 가나안노인복지원,마포시니어클럽,현장실습훈련 지원,1,0,2025-03-31 ~ 2025-12-31,접수중
125,서울특별시,강북구,"상시근로자수:19명 주요업종:운수업, 마을버스, 시내버스업 3개월 인턴기간 수료 후 계속고용 유도 예정", 미향운수 주식회사,마포시니어클럽,현장실습훈련 지원,10,0,2025-01-01 ~ 2025-12-31,접수중
126,서울특별시,동작구,상시근로자수:4명 주요업종:주유소 및 자동차 세차업 3개월 인턴기간 수료 후 계속고용, 경인오퍼레이터,마포시니어클럽,현장실습훈련 지원,4,0,2025-01-01 ~ 2025-12-31,접수중
127,서울특별시,마포구,상시근로자수:3명 주요업종:부동산자산관리 등 3개월 인턴기간 수료 후 계속고용 유도 예정, (주)인포넷코리아,마포시니어클럽,현장실습훈련 지원,1,0,2025-01-01 ~ 2025-12-31,접수중
128,서울특별시,마포구,상시근로자수:3명 주요업종:광고대행서비스업 3개월 인턴기간 수료 후 계속고용 유도 예정, (주)컴투컴,마포시니어클럽,현장실습훈련 지원,2,0,2025-01-01 ~ 2025-12-31,접수중
