기관명,특별시도,주소,위도,경도,지역
인지어스 유한회사 북부지사,서울특별시,서울특별시 노원구 노원로 483(상계동),37.653238860000,127.067747900000,서울특별시 노원구
(주)잡모아 북부지점,서울특별시,서울특별시 도봉구 마들로11길 25(창동),37.652813600000,127.049735200000,서울특별시 도봉구
(주)제이엠커리어 북부지사,서울특별시,서울특별시 도봉구 노해로 397-15(창동),37.650605200000,127.030848100000,서울특별시 도봉구
국제커리어센터 서울북부,서울특별시,서울특별시 도봉구 노해로65길 17(창동),37.651967650000,127.045067100000,서울특별시 도봉구
삶터사회적협동조합(위드잡북부지사),서울특별시,서울특별시 도봉구 도봉로 499(쌍문동),37.679317760000,127.045165500000,서울특별시 도봉구
(사)한국직업지도진흥원 동대문센터,서울특별시,서울특별시 동대문구 왕산로 225(청량리동) -,37.582019900000,127.047148900000,서울특별시 동대문구
(주)유니에스 회기센터,서울특별시,서울특별시 동대문구 이문로 38(휘경동),37.592627490000,127.058093000000,서울특별시 동대문구
(주)제니엘 서울중부센터,서울특별시,서울특별시 동대문구 왕산로 4(신설동),37.581103700000,127.048452400000,서울특별시 동대문구
(주)메이크인 동작지사,서울특별시,서울특별시 동작구 상도로 285(상도1동),37.502166462523,126.948888349189,서울특별시 동작구
(주)제이엠커리어 관악지사,서울특별시,서울특별시 동작구 상도로37길 77(상도동),37.497678400000,126.953382900000,서울특별시 동작구
(주)커리어넷 서울관악지사,서울특별시,서울특별시 동작구 여의대방로 286(대방동),37.514601040000,126.926991000000,서울특별시 동작구
서울서부고용센터,서울특별시,서울특별시 마포구 마포대로 63-8(도화동),37.542220000000,126.947916600000,서울특별시 마포구
(주)유니에스서부센터,서울특별시,서울특별시 마포구 마포대로 49(도화동),37.540849800000,126.946931500000,서울특별시 마포구
(주)제이엠커리어_서울서부,서울특별시,서울특별시 마포구 만리재로 15(공덕동) -,37.544566000000,126.952704500000,서울특별시 마포구
(주)채움에이치알디서울서부지사,서울특별시,서울특별시 마포구 신촌로 270(아현동) 601호,37.557430900000,126.956120900000,서울특별시 마포구
서울시중부여성발전센터,서울특별시,서울특별시 마포구 토정로35길 17(용강동) 서울시중부여성발전센터,37.540500140000,126.944250900000,서울특별시 마포구
(주)잡모아서부지점,서울특별시,서울특별시 서대문구 신촌로 21(창천동) -,37.558066200000,126.929318300000,서울특별시 서대문구
(주)커리어넷_서울서부지사,서울특별시,서울특별시 서대문구 이화여대1안길 3(대현동) -,37.557845700000,126.944573000000,서울특별시 서대문구
서초고용센터,서울특별시,서울특별시 서초구 반포대로 43(서초동),37.512736030000,126.997445100000,서울특별시 서초구
(사)국제직업능력개발교류협회,서울특별시,서울특별시 서초구 동작대로 62(방배동),37.481979300000,126.982318100000,서울특별시 서초구
(주)지에스씨넷 서울지점,서울특별시,서울특별시 서초구 강남대로41길 8(서초동),37.487283900000,127.031965000000,서울특별시 서초구
(사)한국취업능력개발원,서울특별시,서울특별시 성동구 성수동2가 연무장11길 15(성수동2가),37.543397200000,127.057280000000,서울특별시 성동구
(주)제이엠커리어 서울숲센터,서울특별시,서울특별시 성동구 성수동1가 왕십리로 58(성수동1가),37.542611150000,127.045422100000,서울특별시 성동구
성동광진고용센터,서울특별시,서울특별시 성동구 성수동2가 연무장길 76(성수동2가) 1~2층 (성수 AK밸리),37.541524100000,127.057565300000,서울특별시 성동구
(주)한국직업개발원,서울특별시,서울특별시 성동구 성수동1가 상원12길 30(성수동1가),37.550040000000,127.050663400000,서울특별시 성동구
(주)커리어넷성신여대사무소,서울특별시,서울특별시 성북구 보문로34다길 2(돈암동),37.592564970000,127.021027300000,서울특별시 성북구
주식회사내일능력개발원,서울특별시,"서울특별시 성북구 동소문로44길 17(하월곡동, 성북힐스테이트)",37.606257430000,127.029149400000,서울특별시 성북구
서울동부고용센터,서울특별시,서울특별시 송파구 중대로 135(가락동) IT벤처타워 동관 3~5층,37.495095965481,127.122426977874,서울특별시 송파구
(주)맥시머스 서울동부지점,서울특별시,서울특별시 송파구 송이로 135,37.502553230000,127.116831500000,서울특별시 송파구
(주)커리어넷 서울동부지사,서울특별시,서울특별시 송파구 중대로 150(가락동) -,37.495497664773,127.124381477590,서울특별시 송파구
(주)코리아잡스원 서울지점,서울특별시,서울특별시 송파구 중대로 105(가락동),37.491202870000,127.115978900000,서울특별시 송파구
(주)유니에스남부센터,서울특별시,서울특별시 양천구 목동로21길 1(신정동),37.525221310000,126.861436300000,서울특별시 양천구
(주)잡모아,서울특별시,서울특별시 양천구 오목로 180(신정동) -,37.524023090000,126.853989000000,서울특별시 양천구
(주)티이에스 남부센터,서울특별시,서울특별시 양천구 목동로 211(신정동) -,37.520251900000,126.866568800000,서울특별시 양천구
(주)잡모아,서울특별시,서울특별시 양천구 오목로 180(신정동),37.524983151521,126.857399540927,서울특별시 양천구
서울남부고용센터,서울특별시,서울특별시 영등포구 선유로 120(양평동1가),37.537453110000,126.897947900000,서울특별시 영등포구
(주)리부트코리아 서울센터,서울특별시,서울특별시 영등포구 영신로19길 28(영등포동),37.514264300000,126.907245200000,서울특별시 영등포구
(주)제이엠커리어,서울특별시,서울특별시 영등포구 문래동3가 경인로 775(문래동3가) -,37.514754100000,126.898947500000,서울특별시 영등포구
국제커리어센터 서울남부,서울특별시,서울특별시 영등포구 당산동6가 당산로49길 12-1(당산동6가) -,37.536120988472,126.901786481347,서울특별시 영등포구
사회적협동조합내일로 영등포센터,서울특별시,서울특별시 영등포구 당산동3가 당산로33길 7(당산동3가),37.527549340000,126.895201300000,서울특별시 영등포구
영등포여성인력개발센터,서울특별시,서울특별시 영등포구 영등포동6가 영중로 61(영등포동6가),37.522259190000,126.904742500000,서울특별시 영등포구
재단법인 서울현대교육재단,서울특별시,서울특별시 영등포구 당산동6가 양평로12길 13(당산동6가) -,37.535898585216,126.900665744587,서울특별시 영등포구
재단법인 피플,서울특별시,서울특별시 영등포구 양평동1가 선유로28길 6(양평동1가) -,37.524192700000,126.891303200000,서울특별시 영등포구
사회적협동조합 내일로 영등포센터,서울특별시,서울특별시 영등포구 당산동3가 당산로33길 7(당산동3가) -,37.527549340000,126.895201300000,서울특별시 영등포구
용산여성인력개발센터,서울특별시,서울특별시 용산구 청파로 139-21(신계동) -,37.546656670000,126.970254600000,서울특별시 용산구
국제커리어센터서울서부지점,서울특별시,서울특별시 은평구 진흥로 77(역촌동) 5층,37.608506810000,126.928782600000,서울특별시 은평구
은평여성인력개발센터,서울특별시,서울특별시 은평구 녹번로 76(녹번동),37.604727510000,126.928251600000,서울특별시 은평구
인지어스_유한회사_서부지사,서울특별시,"서울특별시 은평구 수색로 217-1(증산동, 디엠씨 자이2단지) 403호",37.589308740000,126.885542500000,서울특별시 은평구
퍼스트인잡서울서부사무소,서울특별시,서울특별시 은평구 은평로 52(신사동) -,37.598468050000,126.913671100000,서울특별시 은평구
퍼스트인잡 서울서부사무소,서울특별시,서울특별시 은평구 은평로 52(신사동),37.598468050000,126.913671100000,서울특별시 은평구
(주)커리어넷 서울종합지사,서울특별시,서울특별시 종로구 종로5가 종로 207(종로5가) -,37.570857030000,127.000839500000,서울특별시 종로구
사단법인 여성중앙회 종로여성인력개발센터,서울특별시,서울특별시 종로구 명륜4가 대학로11길 23(명륜4가),37.582109200000,127.000379200000,서울특별시 종로구
(사)한국경영혁신중소기업협회,서울특별시,서울특별시 종로구 종로 413(숭인동),37.576213000000,127.022496300000,서울특별시 종로구
서울고용센터,서울특별시,"서울특별시 중구 삼일대로 363(장교동) 1~4층, 10층",37.567894800000,126.987871100000,서울특별시 중구
(주)메이크인,서울특별시,서울특별시 중구 광희동2가 퇴계로 344(광희동2가),37.564351400000,127.009929300000,서울특별시 중구
(주)잡모아 동대문지점,서울특별시,서울특별시 중구 마른내로 136(쌍림동),37.564434000000,127.003267700000,서울특별시 중구
(주)지오코칭,서울특별시,서울특별시 중구 필동2가 퇴계로 202(필동2가),37.560923500000,126.993906900000,서울특별시 중구
스탭스(주),서울특별시,서울특별시 중구 동호로 228(신당동),37.558143000000,127.008490400000,서울특별시 중구
(주)한국직업개발원 중부지사,서울특별시,서울특별시 중구 퇴계로73길 31(신당동),37.566621700000,127.013788500000,서울특별시 중구
사단법인 한국취업능력개발원 중랑점,서울특별시,서울특별시 중랑구 중랑역로 62(중화동) -,37.598913767440,127.078105801132,서울특별시 중랑구
중랑여성인력개발센터,서울특별시,서울특별시 중랑구 망우로32길 20(상봉동) -,37.592685520000,127.076797200000,서울특별시 중랑구
퍼스트인잡서울사무소,서울특별시,서울특별시 중랑구 면목로 481(상봉동),37.594547110000,127.085995900000,서울특별시 중랑구
부산고용센터,부산광역시,부산광역시 부산진구 중앙대로 993(양정동),35.178037100000,129.074582400000,부산광역시 부산진구
(주)두원잡 부산사무소,부산광역시,부산광역시 연제구 월드컵대로 122(연산동) 그린빌딩 4층,35.188170300000,129.059977600000,부산광역시 연제구
(주)두원잡 부산중부사무소,부산광역시,부산광역시 중구 중앙동4가 해관로 60(중앙동4가) 2층,35.103136370000,129.035619500000,부산광역시 중구
(주)빛솔인재개발원 사하지점,부산광역시,부산광역시 사하구 낙동남로 1400(하단동) 3층 301호,35.109699840000,128.936742500000,부산광역시 사하구
(주)에듀인잡컨설팅,부산광역시,"부산광역시 남구 용소로8번길 48(대연동) 2,3층",35.135655700000,129.097876000000,부산광역시 남구
(주)이음길에이치알 부산지사,부산광역시,부산광역시 연제구 중앙대로 1117(연산동) 7층,35.187209400000,129.081767400000,부산광역시 연제구
(주)잡플랜컨설팅,부산광역시,부산광역시 부산진구 중앙대로 747-1(부전동) -,35.157210060000,129.059263600000,부산광역시 부산진구
(주)잡플랜컨설팅 하단취업센터,부산광역시,"부산광역시 사하구 낙동남로 1423(하단동, 태영빌딩) 3층",35.109699840000,128.936742500000,부산광역시 사하구
(주)제니엘 부산지점,부산광역시,부산광역시 부산진구 중앙대로775번길 5(부전동) 8층 7호,35.162421420000,129.061234300000,부산광역시 부산진구
(주)지에스씨넷 부산지점,부산광역시,"부산광역시 남구 수영로 304(대연동, 대승타워) 801호",35.136783400000,129.099523900000,부산광역시 남구
퍼스트인잡(주) 부산사무소,부산광역시,부산광역시 동구 범일로 102(범일동) 9층,35.136258650000,129.059417600000,부산광역시 동구
주식회사 위드온라,부산광역시,부산광역시 부산진구 가야대로 586(가야동) 7층,35.157495610000,129.051039600000,부산광역시 부산진구
인지어스(유)부산지사,부산광역시,부산광역시 부산진구 중앙대로 899(양정동) 2층,35.157210060000,129.059263600000,부산광역시 부산진구
스탭스(주)부산센터,부산광역시,"부산광역시 사하구 낙동대로 301(괴정동, 일동지에닌) 207호",35.107525480000,129.009183900000,부산광역시 사하구
부산희망리본 사회적협동조합 사하지점,부산광역시,부산광역시 사하구 승학로 51(당리동) 3층,35.102260650000,128.994035300000,부산광역시 사하구
부산희망리본 사회적협동조합,부산광역시,부산광역시 연제구 거제천로 89(거제동) 8층,35.189624050000,129.078605400000,부산광역시 연제구
국제커리어센터 부산남구,부산광역시,부산광역시 남구 수영로 237(대연동) 701호,35.135401600000,129.092642900000,부산광역시 남구
부산사하고용센터,부산광역시,부산광역시 사하구 낙동남로 1400(하단동) 정우헤리티지 빌딩 8~10층,35.105813602244,128.964678818051,부산광역시 사하구
부산동부고용센터,부산광역시,부산광역시 수영구 수영로 676(광안동),35.146772870000,129.110204500000,부산광역시 수영구
(주)두원잡 부산동부사무소,부산광역시,부산광역시 동래구 아시아드대로 239(온천동),35.198611490000,129.065189200000,부산광역시 동래구
(주)맥시머스 부산동부지점,부산광역시,부산광역시 수영구 수영로 690-5(광안동) 1001호,35.146772870000,129.110204500000,부산광역시 수영구
(주)소암,부산광역시,부산광역시 금정구 중앙대로1719번길 23(부곡동) 501호,35.237826860000,129.090377900000,부산광역시 금정구
(주)스마트소셜,부산광역시,부산광역시 동래구 충렬대로 176(명륜동) 2층,35.201904570000,129.083428500000,부산광역시 동래구
(주)지에스씨넷 부산동부지점,부산광역시,부산광역시 수영구 수영로 690-5(광안동) 1401호,35.146772870000,129.110204500000,부산광역시 수영구
(주)취업인,부산광역시,부산광역시 금정구 금정로 77-1(장전동) 2층,35.231625057899,129.086397323371,부산광역시 금정구
(주)취업인 해운대지점,부산광역시,부산광역시 해운대구 세실로69번길 15(좌동) 1001호,35.171513400000,129.175995200000,부산광역시 해운대구
(주)커리어넷 부산남산지사,부산광역시,부산광역시 금정구 중앙대로 2029(남산동) 4층,35.265563184581,129.092145680697,부산광역시 금정구
(주)커리어넷 부산동부지사,부산광역시,부산광역시 수영구 수영로 724-1(광안동) 2층,35.140486450000,129.106381500000,부산광역시 수영구
해운대여성인력개발센터,부산광역시,부산광역시 해운대구 해운대로 575(우동) 6~8층,35.175073860000,129.131180200000,부산광역시 해운대구
퍼스트인잡(주)동래사무소,부산광역시,부산광역시 동래구 명륜로 90(수안동) 3층,35.199244630000,129.084672800000,부산광역시 동래구
퍼스트인잡(주)금정사무소,부산광역시,부산광역시 금정구 부산대학로 23(장전동) 3층,35.231028700000,129.090393200000,부산광역시 금정구
퍼스트인잡(주),부산광역시,부산광역시 해운대구 해운대로 407(우동) 802호,35.167832400000,129.140599900000,부산광역시 해운대구
스탭스(주)부산동부센터,부산광역시,부산광역시 동래구 명륜로 141(명륜동) 6층,35.206505034757,129.081883465100,부산광역시 동래구
(주)커리어다움,부산광역시,부산광역시 금정구 금정로 55(장전동) 6층,35.244132510000,129.090781100000,부산광역시 금정구
부산북부고용센터,부산광역시,부산광역시 북구 화명대로 9(화명동),35.234887790000,129.019537700000,부산광역시 북구
(주)가이드잡부산북부지사,부산광역시,부산광역시 사상구 사상로 208-1(괘법동) 티오피10층,35.155255660000,128.991642500000,부산광역시 사상구
(주)두원잡 덕천사무소,부산광역시,부산광역시 북구 금곡대로 28(덕천동) 2층,35.244463690000,129.013053000000,부산광역시 북구
(주)두원잡 사상사무소,부산광역시,부산광역시 사상구 사상로 208-1(괘법동) 1102호,35.155255660000,128.991642500000,부산광역시 사상구
(주)두원잡 주례사무소,부산광역시,부산광역시 사상구 가야대로 348(주례동) KL빌딩9층,35.151110600000,129.009348000000,부산광역시 사상구
장선종합사회복지관,부산광역시,부산광역시 북구 만덕대로 21(덕천동) 9층,35.212855600000,129.040053000000,부산광역시 북구
인지어스(유) 부산북부지사,부산광역시,부산광역시 북구 만덕대로 13(덕천동) 6층,35.212855600000,129.040053000000,부산광역시 북구
(주)빛솔인재개발원,부산광역시,부산광역시 북구 화명대로 31(화명동) 704호,35.234887790000,129.019537700000,부산광역시 북구
(주)맥시머스 부산지점,부산광역시,부산광역시 북구 만덕대로 35(덕천동) 8층,35.211170500000,129.008790300000,부산광역시 북구
(주)맥시머스 동서대지점,부산광역시,부산광역시 사상구 가야대로 370(주례동) 11층,35.150997501472,129.012915859183,부산광역시 사상구
GCD인재개발원 냉정지사,부산광역시,부산광역시 사상구 가야대로 370(주례동) 10층 2호,35.151110600000,129.009348000000,부산광역시 사상구
(주)가이드잡 부산북부지사,부산광역시,부산광역시 사상구 사상로 208-1(괘법동) 티오피 10층,35.155255660000,128.991642500000,부산광역시 사상구
(주)두원잡,부산광역시,부산광역시 사상구 대동로 303(감전동) 1212호,35.142147400000,128.983798900000,부산광역시 사상구
대전고용센터,대전광역시,대전광역시 서구 문정로 56(탄방동),36.346448350000,127.385513900000,대전광역시 서구
(주)데일리잡,대전광역시,"대전광역시 서구 둔산로31번길 65(둔산동) 2층,3층",36.353288080000,127.378602500000,대전광역시 서구
(주)메이크인_대전지사,대전광역시,대전광역시 유성구 대학로 44(봉명동) 602호,36.360898470000,127.348975900000,대전광역시 유성구
(주)제니엘 대전지점,대전광역시,대전광역시 서구 계룡로553번길 24(탄방동),36.343547540000,127.385066100000,대전광역시 서구
(주)제이비커리어 대전중구센터,대전광역시,대전광역시 중구 대종로 484(은행동) 4층,36.327787900000,127.426787700000,대전광역시 중구
(주)제이엠커리어 대전지사,대전광역시,대전광역시 중구 대종로 509(선화동) 소청 1번가 2층,36.329383864337,127.424573668315,대전광역시 중구
케이잡스(주) 유성지사,대전광역시,대전광역시 유성구 대학로 53(봉명동) 202호,36.360898470000,127.348975900000,대전광역시 유성구
인지어스(유) 대전지사,대전광역시,대전광역시 서구 둔산로31번길 72(둔산동) 702호,36.353288080000,127.378602500000,대전광역시 서구
사회적협동조합 희망이음터,대전광역시,대전광역시 중구 선화로22번길 50(용두동) 3층,36.324858840000,127.412864300000,대전광역시 중구
대전YWCA여성인력개발센터,대전광역시,대전광역시 서구 계룡로 636(용문동),36.342608760000,127.386360900000,대전광역시 서구
국제커리어센터 대전지점,대전광역시,대전광역시 동구 대전로 771(원동) 303호,36.311718880000,127.444259000000,대전광역시 동구
(주)제이비커리어 대전센터,대전광역시,"대전광역시 유성구 대학로 82(궁동) 404, 405호",36.360905100000,127.344809100000,대전광역시 유성구
(주)이음길에이치알 대전지사,대전광역시,대전광역시 중구 중앙로 76(대흥동) 1001호,36.324848847926,127.420091378559,대전광역시 중구
(주)한국커리어잡스 대전지사,대전광역시,대전광역시 서구 문정로90번길 21(탄방동) 3층,36.343966320000,127.388387000000,대전광역시 서구
(사)대덕이노폴리스벤처협회,대전광역시,대전광역시 유성구 갑천로 361-17(탑립동) 209~212호,36.433203180000,127.395956800000,대전광역시 유성구
(사)대전충남경영자총협회,대전광역시,대전광역시 중구 계백로 1712(문화동) 6층,36.317256070000,127.392762100000,대전광역시 중구
대구서부고용센터,대구광역시,대구광역시 서구 서대구로 9(내당동),35.863184600000,128.557557900000,대구광역시 서구
(주)에스에이치피 대구사무소,대구광역시,대구광역시 달서구 성서로 377(이곡동) 3층,35.857231010000,128.507411800000,대구광역시 달서구
(주)일로이룸 달서취업지원센터,대구광역시,대구광역시 달서구 용산로 124(감삼동) 3층,35.860131750000,128.530630000000,대구광역시 달서구
(주)일로이룸 서부취업지원센터,대구광역시,대구광역시 달서구 월배로 222(상인동) 써브웨이3층(상인역4번출구),35.830740680000,128.551485100000,대구광역시 달서구
(주)제이엠커리어 대구서부지사,대구광역시,대구광역시 서구 달구벌대로 1773(내당동) 7층,35.858194080000,128.558096100000,대구광역시 서구
(주)지에스씨넷 대구서부지점,대구광역시,대구광역시 달서구 월곡로 267-1(상인동) 2층,35.824606670000,128.531267800000,대구광역시 달서구
(주)지에스씨넷 대구지점,대구광역시,대구광역시 서구 달구벌대로 1747(내당동) 6층,35.858194080000,128.558096100000,대구광역시 서구
(주)커리어넷 대구서부지사,대구광역시,대구광역시 서구 달구벌대로 1733(내당동) 2층,35.858194080000,128.558096100000,대구광역시 서구
(주)커리어스타 달서지점,대구광역시,대구광역시 달서구 월배로 203(상인동) 4층,35.820508580000,128.542233700000,대구광역시 달서구
(주)행복인디제이 달서지사,대구광역시,대구광역시 남구 대명로 6(대명동) 11층,35.837336700000,128.558226100000,대구광역시 남구
달구벌여성인력개발센터,대구광역시,대구광역시 서구 달구벌대로337길 9(내당동),35.855442690000,128.549877400000,대구광역시 서구
스탭스(주) 대구서부센터,대구광역시,대구광역시 달서구 용산로 141(용산동) 304호,35.860131750000,128.530630000000,대구광역시 달서구
대구달성고용센터,대구광역시,대구광역시 달성군 논공읍 논공중앙로34길 1,35.727710680000,128.454931700000,대구광역시 달성군
(주)일로이룸달성취업지원센터,대구광역시,대구광역시 달성군 화원읍 비슬로 2494 2층,35.799498808450,128.491079192806,대구광역시 달성군
(주)커리어스타 달성지점,대구광역시,대구광역시 달성군 현풍읍 테크노상업로 48,35.692082040000,128.453507800000,대구광역시 달성군
대구고용센터,대구광역시,대구광역시 수성구 동대구로 392(범어동),35.841883340000,128.624063000000,대구광역시 수성구
(주)이음길에이치알 대구지사,대구광역시,대구광역시 중구 국채보상로 582(남일동) 12층,35.870615500000,128.594314700000,대구광역시 중구
(주)일로이룸 수성취업지원센터,대구광역시,대구광역시 수성구 달구벌대로 3177(매호동) 5층,35.841326440085,128.704560179184,대구광역시 수성구
(주)제니엘대구지점,대구광역시,대구광역시 수성구 수성동1가 수성로 367-2(수성동1가) 5층,35.850218790000,128.613180800000,대구광역시 수성구
(주)지에스씨넷 대구수성지점,대구광역시,대구광역시 수성구 달구벌대로528길 6(만촌동),35.856096650000,128.650206800000,대구광역시 수성구
(주)커리어넷 대구지사,대구광역시,대구광역시 중구 동성로3가 중앙대로 385-1(동성로3가) 2층,35.871492990000,128.594122100000,대구광역시 중구
(주)행복인디제이,대구광역시,대구광역시 중구 국채보상로 535(수동) 태남빌딩 4층,35.870504000000,128.590647300000,대구광역시 중구
대구강북고용센터,대구광역시,대구광역시 북구 칠곡중앙대로 318(태전동),35.931624650000,128.548282100000,대구광역시 북구
(주)두원잡 대구강북사무소,대구광역시,대구광역시 북구 칠곡중앙대로 332(태전동) B동 4층,35.940449050000,128.550643400000,대구광역시 북구
(주)일로이룸 강북취업지원센터,대구광역시,"대구광역시 북구 칠곡중앙대로 312(태전동, 강북 화성파크드림) 107동 201호 202호",35.931624650000,128.548282100000,대구광역시 북구
(주)일로이룸 동천취업지원센터,대구광역시,대구광역시 북구 학정로 415(동천동) 402호,35.941802400000,128.562948300000,대구광역시 북구
(주)지에스씨넷 대구북구지점,대구광역시,대구광역시 북구 칠성동2가 옥산로 95(칠성동2가) 304호,35.884248720000,128.586027200000,대구광역시 북구
(주)커리어스타 복현점,대구광역시,대구광역시 북구 공항로 3(복현동) 5층,35.898779070000,128.620616800000,대구광역시 북구
대구동부고용센터,대구광역시,대구광역시 동구 아양로 22(신암동),35.882055780000,128.618611600000,대구광역시 동구
(주)일로이룸 동부취업지원센터,대구광역시,대구광역시 동구 아양로 18(신암동),35.882055780000,128.618611600000,대구광역시 동구
(주)일로이룸 이룸취업지원센터,대구광역시,대구광역시 동구 안심로 280(동호동) 3층,35.865675550006,128.715171801196,대구광역시 동구
(주)제이엠커리어 대구지사,대구광역시,대구광역시 동구 동부로22길 2(신천동) 503호,35.876161350000,128.626759000000,대구광역시 동구
국제커리어센터 대구동부,대구광역시,대구광역시 동구 동대구로 591(신암동) -,35.879094290000,128.627037100000,대구광역시 동구
스탭스(주)대구동부센터,대구광역시,대구광역시 동구 아양로 28(신암동) 4층,35.882055780000,128.618611600000,대구광역시 동구
(주)일로이룸 동부취업지원센터,대구광역시,대구광역시 동구 아양로 18(신암동) 4층,35.882055780000,128.618611600000,대구광역시 동구
광주고용센터,광주광역시,광주광역시 북구 금남로 121(북동),35.155402076975,126.908173446256,광주광역시 북구
(사)지역고용정책연구원,광주광역시,광주광역시 남구 금당로1번길 4(진월동) 2층,35.116664550000,126.897408400000,광주광역시 남구
(사)지역고용정책연구원 보건대사무소,광주광역시,광주광역시 광산구 장신로 280-16(신창동) 2층,35.194956990000,126.846066200000,광주광역시 광산구
(주)맥시머스 광주지점,광주광역시,광주광역시 서구 상무대로 773(치평동) 세정아울렛 3층 301호~303-2호,35.146604850000,126.847111900000,광주광역시 서구
(주)스카우트 광주지사,광주광역시,광주광역시 서구 죽봉대로 37(화정동) 704호,35.161331150000,126.883516300000,광주광역시 서구
(주)제니엘 광주지점,광주광역시,광주광역시 서구 상무중앙로 9(치평동) 1801호,35.147777550000,126.847903000000,광주광역시 서구
(주)제이엠커리어 광주지사,광주광역시,광주광역시 광산구 첨단중앙로 152(쌍암동) 5층,35.218799526912,126.842379679070,광주광역시 광산구
(주)지에스씨넷 광주광산지점,광주광역시,광주광역시 광산구 임방울대로 342(수완동) 602호,35.190367350000,126.824286500000,광주광역시 광산구
주식회사 베스트인 광주지사,광주광역시,광주광역시 동구 예술길 31-15(대의동),35.149881121781,126.919809624046,광주광역시 동구
(주)커리어코칭연구소,광주광역시,광주광역시 북구 서방로 89(우산동) 빌리오네 BD 3층,35.171241200000,126.922327000000,광주광역시 북구
인지어스(유)광주지사,광주광역시,광주광역시 북구 금남로 80(유동) 7층,35.157211815577,126.904200531030,광주광역시 북구
스탭스(주)광주광산구센터,광주광역시,광주광역시 광산구 하남대로 150(월곡동) 304호,35.179549070000,126.816668000000,광주광역시 광산구
스탭스(주) 서영사무소,광주광역시,광주광역시 북구 동운로213번길 31(운암동) 2층,35.175231100000,126.873510500000,광주광역시 북구
북구국제커리어센터,광주광역시,"광주광역시 북구 서방로9번길 27(중흥동) 2층,3층",35.174756800000,126.914222400000,광주광역시 북구
내일엔광주,광주광역시,광주광역시 서구 대남대로 465(농성동) 604호,35.151479168985,126.885412406267,광주광역시 서구
국제커리어센터(조선대),광주광역시,광주광역시 동구 필문대로273번길 3(동명동) 3층,35.145461700000,126.930403900000,광주광역시 동구
국제커리어센터,광주광역시,광주광역시 남구 대남대로 159(봉선동) 6층,35.134035240000,126.911722400000,광주광역시 남구
광주광산고용센터,광주광역시,광주광역시 광산구 하남대로 154(월곡동),35.179549070000,126.816668000000,광주광역시 광산구
(사)광주경영자총협회,광주광역시,광주광역시 서구 상무대로 943(쌍촌동) 4층,35.141253310000,126.837601400000,광주광역시 서구
칠곡고용센터,경상북도,경상북도 칠곡군 왜관읍 중앙로 146,35.993235370000,128.399068400000,경상북도 칠곡군
(주)일로이룸 왜관취업지원센터,경상북도,경상북도 칠곡군 왜관읍 관문로 33 2층,35.987696566649,128.398460516760,경상북도 칠곡군
칠곡상공회의소,경상북도,경상북도 칠곡군 왜관읍 중앙로 146 2층,35.987921933573,128.399527743821,경상북도 칠곡군
(주)경북경영자총협회 영천사무소,경상북도,경상북도 영천시 보목2길 11(야사동) 1층,35.971312920000,128.941621600000,경상북도 영천시
(주)에스에이치피 경산사무소,경상북도,경상북도 경산시 경안로 205(중방동) 4층,35.810149440000,128.740401400000,경상북도 경산시
(주)일로이룸 경산1취업지원센터,경상북도,경상북도 경산시 경안로 226(중방동) 3층,35.827691698096,128.736603372745,경상북도 경산시
(주)일로이룸 하양취업지원센터,경상북도,경상북도 경산시 하양읍 하양로 69 4층 404-3호,35.911529320999,128.816072960784,경상북도 경산시
(주)지에스씨넷 경산하양지점,경상북도,경상북도 경산시 하양읍 대경로 669-7() 보광빌 2층,35.922902080000,128.840401000000,경상북도 경산시
(주)지에스씨넷경산지점,경상북도,경상북도 경산시 중앙로 77(중방동) 5층,35.820347090000,128.729735600000,경상북도 경산시
영천고용센터,경상북도,경상북도 영천시 금완로 63(완산동),35.960465100000,128.933074700000,경상북도 영천시
포항고용센터,경상북도,경상북도 포항시 북구 중흥로 221(죽도동),36.027016680000,129.361415100000,경상북도 포항시
(주)아이비잡스,경상북도,경상북도 포항시 북구 용당로 66(용흥동),36.032529250000,129.358641500000,경상북도 포항시
(주)아이비잡스 선린대학교사무소,경상북도,경상북도 포항시 북구 서동로 90(여천동) 4층,36.043169770000,129.359747200000,경상북도 포항시
(주)아이비잡스 포항대학교사무소,경상북도,경상북도 포항시 북구 천마로71번길 6(양덕동) 3층,36.082969620000,129.394418400000,경상북도 포항시
(주)지에스씨넷포항지점,경상북도,경상북도 포항시 북구 중흥로 232(죽도동) 501호,36.027016680000,129.361415100000,경상북도 포항시
스탭스(주)포항센터,경상북도,경상북도 포항시 남구 중흥로 73(상도동) 601호,36.009927090000,129.347814400000,경상북도 포항시
인지어스(유)포항남구지사,경상북도,경상북도 포항시 남구 중흥로 98(상도동) 6층,36.009927090000,129.347814400000,경상북도 포항시
경주고용센터,경상북도,"경상북도 경주시 원화로 396(동천동) 3,7,8층",35.862262330000,129.221373900000,경상북도 경주시
(주)일로이룸 경주취업지원센터,경상북도,경상북도 경주시 원화로 378(동천동) 3층,35.862262330000,129.221373900000,경상북도 경주시
(주)지에스씨넷 경주성건지점,경상북도,경상북도 경주시 금성로 421(성건동) 2층,35.819194500000,129.206158100000,경상북도 경주시
인지어스(유) 경주지사,경상북도,경상북도 경주시 화랑로 94(동부동),35.844746830000,129.203874200000,경상북도 경주시
